start_station_name,end_station_name,running_time,train_no
观沙岭,八方山,2,S7802
洞井,湘府路,3,S6812
树木岭,香樟路,3,S7963
湘府路,香樟路,3,S7962
尖山,麓谷,3,S6810
田心东,大丰,3,S7961
谷山,八方山,3,S6811
尖山,谷山,3,S6811
红光镇,犀浦,3,C6132
东莞西,道滘,3,C7553
海口东,城西,3,S8154
深圳机场,深圳机场北,3,C6706
长安西,长安,3,C6705
东莞西,洪梅,3,C6705
花城街,花山镇,3,C4884
东莞西,望牛墩,3,C6706
龙丰,西湖东,3,C7533
樟木头东,银瓶,3,C7533
西平西,东城南,3,C7533
云山,西湖东,3,C7532
洞井,先锋,3,S7979
珠海北,唐家湾,3,C7677
观沙岭,谷山,3,S7810
横琴,横琴北,4,C7782
先锋,芙蓉南,4,S6929
长沙,树木岭,4,S7953
珠海长隆,横琴,4,C7782
横琴北,十字门,4,C7782
秀英,城西,4,S8022
谷山,麓谷,4,S7810
板塘,荷塘,4,S6914
中山,中山北,4,C7798
观沙岭,开福寺,4,S6801
大丰,株洲,4,S7953
观沙岭,尖山,4,G6520
三水北,狮山北,4,C6896
顺德,北滘,4,C7726
容桂,南头,4,C7697
寮步,松山湖北,4,C7501
松山湖北,大朗镇,4,C7501
常平南,大朗镇,4,C7508
常平东,常平南,4,C7508
惠环,陈江南,4,C7508
龙丰,惠环,4,C7508
八方山,尖山,4,S7802
四会,大旺,4,C6896
深圳机场北,福海西,4,C6704
福海西,沙井西,4,C6704
厚街,东莞港,4,C6704
中堂,望牛墩,4,C6705
西固,福利区,4,C618
虎门北,虎门东,4,C6707
郫县西,郫县,4,C6122
步行街,彭州南,4,C6088
汤逊湖,庙山,4,D5798
狮山北,狮山,4,C6894
金阳,金阳南,4,C5806
湖潮东,芦官,4,C5807
党武,花溪大学城,4,C5814
云东海,大旺,4,C6851
离堆公园,迎宾路,4,C5570
党武,天河潭,4,C5883
狮岭,乐同,5,C4808
长流,秀英,5,S8010
清城,龙塘镇,5,C4868
小金口,云山,5,C7540
常平东,樟木头东,5,C7537
金阳,白云西,5,C5881
先锋,湘府路,5,S7990
寮步,东城南,5,C7564
金华镇,金阳南,5,C5883
花溪西,金华镇,5,C5883
银盏,龙塘镇,5,C4862
长沙,开福寺,5,D7462
厚街,虎门北,5,C6717
银瓶,沥林北,5,C7537
湖潮东,天河潭,5,C5888
暮云,芙蓉南,5,S6910
中堂,新塘南,5,C6720
花溪大学城,花溪南,5,C5886
鼎湖东,鼎湖山,5,C6827
鼎湖山,端州,5,C6841
深圳机场,福海西,5,C6756
花溪南,孟关,5,C5872
狮山,三水北,5,C6851
红光镇,郫县,5,C6147
古镇,小榄,5,C7730
安靖,犀浦,5,C6137
蒲江,朝阳湖,5,C6639
南头,小榄,5,C7697
汤逊湖,南湖东,5,D5792
新会,江门东,5,C7206
观沙岭,麓谷,5,D7468
昭山,荷塘,5,S6917
顺德,顺德学院,5,C7635
前山,明珠,5,C7682
八方山,开福寺,5,S6811
长安,沙井西,6,C6743
沥林北,陈江南,6,C7555
虎门东,长安西,6,C6719
孟关,双龙南,6,C5820
湘潭,板塘,6,S6948
金山园区,亭林,6,S1616
上海,上海西,6,G8286
花湖,黄石北,6,D5884
纸坊东,庙山,6,D5884
洪梅,东莞港,6,C6713
天河潭,芦官,6,C5817
亭林,叶榭,6,S1608
花溪大学城,天河潭,6,C5815
珠海,前山,6,C7628
花溪西,贵安,6,C5816
道滘,西平西,6,C7555
南朗,珠海北,6,C7625
株洲南,株洲,6,S7962
东莞西,中堂,6,C6716
白云西,白云北,6,C5817
白云西,金阳南,6,C5818
霍林郭勒,珠斯花,6,K7536
苏州园区,苏州,6,G8258
唐家湾,南朗,6,C7620
犀浦,郫县,6,C6135
彭州,步行街,6,C6080
深圳机场北,沙井西,6,C6722
白马北,内江东,6,G8778
郫县西,红光镇,6,C6148
党武,花溪南,6,C5884
常平南,松山湖北,6,C7592
贺胜桥东,山坡东,6,D5796
惠环,西湖东,6,C7597
崇州,羊马,6,C6612
开福寺,尖山,6,D7464
花都,乐同,6,C4753
白云机场北,花山镇,6,C4766
共青城,德安,6,D6260
新会,江门,6,C6981
江门东,古镇,6,C7742
咸阳西,咸阳,6,C164
阳澄湖,昆山南,6,D2916
狮山,佛山西,6,C6864
四会,云东海,6,C6868
肇庆,端州,6,C6874
先锋,香樟路,6,S6996
胶州北,青岛机场,6,D8161
南翔北,上海西,6,G7031
威海,威海北,7,C6516
济宁北,济宁东,7,G6968
鼎湖东,四会,7,C6830
唐家湾,明珠,7,C7683
暮云,昭山,7,S6881
琼海,博鳌,7,C7438
沈阳,沈阳北,7,K348
容桂,小榄,7,C7685
南朗,中山,7,C7620
天津,天津西,7,G9416
长沙,观沙岭,7,G5900
海口东,美兰,7,C7450
峨眉山,峨眉,7,C6326
广州南,北滘,7,C7683
云东海,三水北,7,C6826
尖峰,黄流,7,C7420
孝感东,毛陈,7,D5798
昭山,板塘,7,S6921
新津,新津南,7,C6315
贺胜桥东,横沟桥东,7,D5794
常平南,樟木头东,7,C7593
北滘,顺德学院,7,C7695
万宁,神州,7,C7434
寮步,西平西,7,C7594
黄冈西,华容东,7,D7016
淮南南,水家湖,7,D3349
贵阳东,洛湾三江,7,C6367
大冶北,黄石北,7,D3266
新都东,青白江东,7,G2234
苏州新区,苏州,7,G7389
春申,新桥,7,S1601
咸宁南,横沟桥东,7,D5884
长安,虎门东,7,C6756
樟木头,常平,7,C7016
珠海,十字门,7,C7771
诏安,饶平,7,D3287
佛山西,狮山北,7,C6893
无锡新区,无锡,7,G7784
长沙,八方山,7,G5874
温江,崇州,7,C6611
江门,江门东,7,C7732
暮云,先锋,7,S6920
绛帐,杨陵,7,C164
大足南,荣昌北,7,G1756
虎门北,东莞港,7,C6732
绛帐,眉县东,7,C163
车墩,叶榭,7,S1613
怀柔北,雁栖湖,7,S522
新桥,车墩,7,S1617
登沙河,杏树屯,7,D7713
海宁西,临平南,7,D381
中川机场,兰州新区,7,C602
龙嘉,九台南,7,C1207
广汉北,青白江东,7,D1933
犀浦,郫县西,7,C6171
都江堰,青城山,7,C6171
狮岭,银盏,7,C4762
开福寺,麓谷,7,D7476
樟木头,东莞南,7,D7333
句容西,江宁,7,D2254
燕郊,大厂,7,G8823
长乐,长乐东,7,D6513
长乐南,长乐东,7,D6514
彭州,彭州南,7,C6074
芦官,贵安,7,C5885
党武,湖潮东,7,C5881
金阳,金华镇,7,C5886
济南,大明湖,7,T398
贵安,湖潮东,7,C5897
礼泉南,乾县,7,D9413
孟关,花溪大学城,7,C5815
花溪西,金阳南,7,C5811
芙蓉南,洞井,7,D7464
三亚,亚龙湾,8,C7410
花城街,花都,8,C4838
长沙,谷山,8,G5882
新乡东,卫辉南,8,G7934
冠豸山,杨源,8,C876
建湖,阜宁南,8,G8380
黄流,乐东,8,C7414
金华镇,贵安,8,C5818
当涂东,马鞍山东,8,D5642
海口,长流,8,S8109
毕节,大方,8,C5971
东莞西,西平西,8,C7595
密云,怀柔南,8,G7852
黄山北,歙县北,8,G7316
福田,深圳北,8,G6530
呼和浩特,呼和浩特东,8,D6774
广州南,顺德,8,C7737
峡江,新干东,8,G1386
武陟,修武西,8,G3192
福海西,长安,8,C6756
眉山东,彭山北,8,C5664
皮口,城子坦,8,D7717
凯北,卫星,8,K7154
西湖东,陈江南,8,C7592
无锡,惠山,8,G7036
丹阳,丹徒,8,G8266
彭山北,新津南,8,C5658
嘉兴南,嘉善南,8,D2212
花溪南,天河潭,8,C5807
明珠,珠海北,8,C7698
长山屯,查干湖,8,K7306
白云北,金阳,8,C5886
南京南,江宁,8,G7581
台山,开平南,8,C6963
灯塔,张台子,8,K2062
沙井西,长安西,8,C6722
长安西,虎门北,8,C6722
东莞港,东莞西,8,C6722
尚志南,一面坡北,8,D8519
南头,顺德学院,8,C7724
马鞍山东,江宁西,8,G7071
戚墅堰,常州,8,D352
黄冈东,黄冈西,8,D5762
通州,乔庄东,8,S107
北京,北京东,8,S109
南湖东,庙山,8,D5752
建桥,丰顺东,8,D7167
汤逊湖,纸坊东,8,C5001
畲江北,建桥,8,D7167
大冶北,花湖,8,D5746
章丘南,雪野,8,G5377
鼎湖东,端州,8,C6837
城子坦,花园口,8,D7713
西湖东,小金口,8,C7591
龙山北,来凤,8,G5878
长箐,冷坝,8,G2926
南翔北,安亭北,8,G7056
桂林北,桂林西,8,D1796
大兴机场,固安东,8,C2713
泰州,姜堰,8,D3092
横沟桥东,山坡东,8,D5884
三亚,凤凰机场,8,C7479
河池西,环江,8,D4108
中山北,南朗,8,C7625
长寿湖,长寿北,8,C6405
杨陵,武功,8,C164
亚布力西,苇河西,8,D7978
大邑,崇州,8,C6604
射阳,阜宁东,8,C3197
西来,蒲江,8,C3368
尖峰,金月湾,8,C7491
商洛,商洛北,8,C174
邛崃,西来,8,C3336
角美,漳州,8,D671
南靖,龙山镇,8,D6407
太阳升,立志,8,K48
天津,天津北,8,S904
新津,双流机场,9,G8766
杭州东,杭州南,9,D2287
滨海,塘沽,9,C2552
焦作,焦作西,9,C2810
阳新,白沙铺,9,D2226
延庆,八达岭长城,9,D6710
莱西,莱阳,9,G2686
安吉,广德南,9,G2558
惠阳,深圳坪山,9,D7414
白沙铺,大冶北,9,D2226
莱西,夏格庄,9,D2876
桐城南,桐城东,9,G8324
商丘,商丘东,9,G1980
湖州,长兴,9,D2114
平阳,瑞安,9,G7332
黄梅东,宿松东,9,G8398
磐安南,壶镇,9,C478
安溪东,南安北,9,C879
灌南,灌云,9,G8252
大邑,邛崃,9,C3330
丹徒,镇江,9,D3056
张家港,常熟,9,G3131
溧水,瓦屋山,9,G1379
杭州东,临平南,9,D2421
溧水,句容西,9,G282
昭山,芙蓉南,9,S6952
喜德西,冕宁,9,D851
水家湖,淮南东,9,G7428
长治东,长治南,9,G3131
海宁西,桐乡,9,G1228
滨海西,滨海北,9,G2606
阳澄湖,苏州,9,G7076
昆山南,苏州园区,9,D3137
随州南,随县,9,G9363
金山北,松江南,9,D3104
铜仁南,新晃西,9,G2167
淮南南,寿县,9,G7788
邹平,章丘北,9,G2090
仲恺,惠州北,9,G2704
成都南,成都东,9,D1970
深圳北,光明城,9,G1008
莒县,沂水,9,K1052
昆山南,安亭北,9,G7215
兴平,咸阳西,9,C164
罗江东,德阳,9,G8783
即墨北,城阳,9,G5292
福州南,长乐,9,D6569
大庆东,安达,9,G1262
福鼎,太姥山,9,D377
哈尔滨北,哈尔滨,9,D6922
玉田南,唐山西,9,D6625
揭阳机场,潮汕,9,D7179
洋县西,城固北,9,D1919
青莲,江油,9,D1920
齐齐哈尔,齐齐哈尔南,9,D6924
白洋淀,徐水东,9,G4279
庆盛,虎门,9,G6537
温岭,台州,9,D2290
中山北,小榄,9,C7682
顺德,容桂,9,C7733
平原东,禹城东,9,G2056
芜湖,芜湖北,9,G2026
江门东,小榄,9,C7724
朋普,竹园,9,D8718
青川,剑门关,9,D1718
泉州,惠安,9,D2328
德阳,广汉北,9,G8695
沈丘北,淮阳南,9,G6684
雅安,名山,9,C3416
太仓南,太仓,9,C3802
吉水西,吉安西,9,G2285
北京南,北京丰台,9,C129
临高南,福山镇,9,C7456
林盛堡,苏家屯,9,K7321
平川西,靖远北,9,D8941
永川东,大足南,9,G8762
高碑店东,涿州东,9,G6712
寿县,凤台南,9,G3180
榆树屯,昂昂溪,9,K7249
东花园北,八达岭长城,9,D1102
井店,涉县,9,K5203
东花园北,怀来,9,D6727
平顶山西,郏县,9,G6642
东莞南,光明城,9,G6321
暮云,荷塘,9,S6919
仙林,南京,9,G7118
武汉东,南湖东,9,D5770
鼎湖山,四会,9,C6848
佛山西,三水北,9,C6847
大旺,三水北,9,C6846
鼎湖东,大旺,9,C6846
云东海,狮山北,9,C6842
鄂州,花湖,9,D5772
松山湖北,常平东,9,C7591
乐清,乐清东,9,G2358
嵊州北,上虞南,9,G7482
桃村北,海阳北,9,D6032
双龙南,花溪南,9,C5873
厚街,洪梅,9,C6702
花溪大学城,芦官,9,C5895
湖潮东,花溪大学城,9,C5844
百宜,南江,9,C5844
新塘南,东莞西,9,C6727
青州市北,临淄北,9,G6948
贵阳,贵阳北,9,C5806
金华镇,白云西,9,C5807
车墩,亭林,9,S1205
哈尔滨,哈尔滨西,9,K7091
灵武北,吴忠,9,C8211
长沙,尖山,9,G5696
桐庐东,桐庐,9,G1397
含山南,巢湖东,9,D2262
华容东,葛店南,9,D5762
香河,宝坻,10,D6601
福山镇,老城镇,10,C7431
宣化北,张家口,10,D1105
白沟,白洋淀,10,G6274
桂林北,桂林,10,D3563
珠海,明珠,10,C7692
苍南,平阳,10,G1732
小榄,中山,10,C7673
砀山南,永城北,10,G1836
珠海北,中山,10,C7630
安德,红光镇,10,C6154
文水,交城,10,C156
广州东,广州,10,D7554
金山园区,金山卫,10,S1615
东港北,北井子,10,D7747
新郑机场,郑州航空港,10,G6653
大庆东,大庆西,10,D6911
永康南,缙云西,10,G2314
前山,唐家湾,10,C7676
许昌北,鄢陵,10,G6643
星朗,朱石寨,10,K9380
费县北,蒙山,10,G6955
威海,文登东,10,G1844
双流机场,成都南,10,G8766
高邮,高邮北,10,G8270
伊拉哈,九三,10,K2061
香河,大厂,10,D6602
田心东,暮云,10,S7808
烟台南,牟平,10,D6071
自贡,富顺,10,G8779
延平,延平西,10,D6597
敦化,大石头南,10,C1037
对青山,万乐,10,K7098
宁波,庄桥,10,G7582
龙南东,定南南,10,G2765
无锡东,苏州北,10,G143
常平,东莞,10,D7554
南头,顺德,10,C7666
安匠,承德南,10,G3663
兰州,兰州西,10,C621
芦庙,亳州南,10,G3189
六枝南,长箐,10,C6031
潜江,仙桃西,10,D2256
环县,曲子,10,D3673
六盘水东,冷坝,10,C6032
淮北,淮北北,10,G7412
帽儿山,平山,10,K5150
兴城西,葫芦岛北,10,G1240
顺德学院,小榄,10,C7671
鄢陵,扶沟南,10,G6643
河唇,廉江,10,K652
峰洞,星朗,10,K9380
唐家湾,中山,10,C7694
涵江,莆田,10,G1625
周口东,西华,10,G1572
雄安,霸州北,10,C2730
双峰北,娄底南,10,G6465
咸宁南,贺胜桥东,10,D5792
襄阳,襄州,10,K974
平遥古城,介休东,10,D4111
长春,长春西,10,G956
金华南,武义北,10,G1460
南阳寨,黄河景区,10,C2830
芙蓉镇,古丈西,10,G6429
治江,城固,10,K262
北京,北京南,10,C129
田东北,田阳,10,D8255
嘉兴南,桐乡,10,G1421
如皋南,海安,10,G2632
安德,都江堰,10,C6105
禹州,长葛北,10,G3233
高平东,晋城东,10,G3209
吉首东,凤凰古城,10,G479
宝坻南,宝坻,10,D6610
麻阳西,凤凰古城,10,G481
周口东,淮阳南,10,G3109
醴陵东,萍乡北,10,G2305
银花,江北机场,10,C67
潮阳,普宁,10,D2325
济宁北,嘉祥北,10,G5297
本溪,南芬北,10,D7755
十堰东,武当山西,10,G3212
界首南,临泉,10,G7275
霸州北,固安东,10,C2712
贵阳北,贵阳东,10,C6367
隆昌北,内江北,10,G8755
鄠邑,西安西,10,G2234
响水县,滨海港,10,C3191
南翔北,上海,10,G7234
青岛北,城阳,10,G5291
嘉祥北,巨野北,10,G5293
梧州南,藤县,10,D3564
哈尔滨,香坊,10,K5135
容桂,北滘,10,C7624
青神,眉山东,10,C6288
宝应,高邮北,10,C3113
桃山,铁力,10,K7106
长沙,麓谷,10,D7474
眉山,彭山,10,C756
柘皋,巢湖东,10,G1184
潜山,安庆西,10,G8398
宣化北,下花园北,10,D1120
营山,蓬安,10,C757
奎屯,乌苏,10,C9845
泾县,南陵,10,G7746
贵阳东,龙洞堡,10,D1763
盐城,盐城大丰,10,C3253
甲猫,独山,10,K9380
徐水东,保定东,10,G4279
歙县北,绩溪北,10,G7318
学庄,打羊,10,K9380
碾子山,鲁河,10,K7118
惠山,常州,10,G8294
肇庆,鼎湖山,10,C6872
苏州园区,苏州新区,10,G7060
牛栏山,顺义,10,S612
自贡,白马北,10,G8778
枫林,瑞昌西,10,G2709
雁栖湖,怀柔,10,S612
五龙背东,凤城东,10,D7668
葛店南,鄂州,10,D3287
戚墅堰,无锡,10,G7053
太原南,太原,10,D2792
军粮城北,塘沽,10,C2575
藁城南,石家庄东,10,G2072
天津南,天津西,10,G2646
丹东,五龙背东,10,D7630
双水镇,台山,10,C6931
武陟,黄河景区,10,D7889
郑州,南阳寨,10,D7873
安广,两家,10,C504
嘉善南,金山北,10,D3104
曹妃甸东,唐海南,10,C256
建宁南,建宁县北,10,C880
孙家,香坊,10,K5179
祥云,云南驿,10,D3934
富平,阎良,10,C231
庄里,富平,10,C231
深圳机场北,长安,10,C6732
贵安,天河潭,10,C5822
陈江南,云山,10,C7595
松山湖北,西平西,10,C7596
金阳南,白云北,10,C5811
小岭,平山,10,K7289
贵阳,双龙南,10,C5815
贵安,金阳南,10,C5815
方正,得莫利,10,D164
海口,老城镇,10,C7385
淄博北,邹平,10,G2632
朝天,宁强南,10,D1713
莱芜北,雪野,10,G5374
樟木头东,陈江南,10,C7593
平原东,德州东,10,D1636
张台子,辽阳,10,K2062
宜兴,溧阳,11,G344
德兴,婺源,11,G348
礼泉南,咸阳北,11,D3596
金华,金华南,11,G870
蕲春南,浠水南,11,D2112
牡丹江,海林北,11,D8524
新沂南,邳州东,11,G7794
佛山西,三水南,11,D3680
昆山南,苏州北,11,G1956
临汾西,洪洞西,11,G628
桐庐东,富阳西,11,G2382
阜阳西,太和东,11,G7742
太原南,晋中,11,D1903
成都东,新都东,11,G3467
南宁东,南宁,11,D3961
绍兴北,绍兴东,11,G7557
桐城东,庐江西,11,G8326
永川东,荣昌北,11,G8764
北海,合浦,11,D3568
绩溪北,旌德,11,G242
秦皇岛,北戴河,11,G1218
临平南,桐乡,11,G7556
广德南,郎溪南,11,G7724
新都东,广汉北,11,G3467
苇河西,一面坡北,11,D8526
温州南,瑞安,11,G7545
西安北,西安西,11,D2003
太湖南,潜山,11,D2161
仙游,莆田,11,G242
沈阳南,沈阳,11,G1216
晋江,泉州,11,D3651
辽阳,鞍山西,11,G1218
古城东,亳州南,11,G1902
平果,隆安东,11,D3804
昌邑,潍坊北,11,D1624
云梦东,安陆西,11,C9209
海阳北,莱阳,11,D1626
鄂州,黄石北,11,D2234
罗源,宁德,11,D385
台州西,临海,11,D385
板塘,暮云,11,S6982
龙游,衢州,11,G1321
云梦东,孝感东,11,C9208
潮汕,潮阳,11,G6387
台州西,温岭,11,G7525
得莫利,高楞,11,D164
双龙湖,方正,11,D164
芜湖南,芜湖,11,G3246
内黄,滑浚,11,G3251
即墨北,夏格庄,11,D1615
营口东,盖州西,11,G1294
江山,衢州,11,G2364
准格尔,托克托东,11,C936
广安南,岳池,11,C953
白沟,霸州西,11,G2602
三门县,临海,11,G7541
邹城,兖州,11,C970
武穴北,黄梅东,11,G3255
上海西,安亭北,11,G8286
锦州北,凌海南,11,G3531
下花园北,怀来,11,D1112
丹阳北,常州北,11,G137
永川东,璧山,11,G3465
溧阳,瓦屋山,11,D2254
温岭,雁荡山,11,G7521
承德南,承德县北,11,G3531
邵阳西,隆回,11,G6463
永康南,武义北,11,G190
资阳北,简阳南,11,G8723
昆山南,苏州,11,G7550
修武西,焦作,11,G3210
丹阳,镇江,11,G7726
丹江口,谷城北,11,C9216
淮安东,涟水,11,C9803
嵊州北,嵊州新昌,11,G7521
吉林,双吉,11,D126
樟树东,新干东,11,C9533
海安,如皋,11,D2270
合肥南,肥东,11,G7688
广州南,顺德学院,11,C7671
资中北,内江北,11,G8799
仲恺,东莞南,11,G6305
上虞南,绍兴北,11,G2352
禹城东,齐河,11,G1864
雁荡山,乐清东,11,D2292
乌鲁木齐,乌鲁木齐南,11,D8808
泸县,富顺,11,G8794
桐梓东,娄山关南,11,D1851
永寿西,乾县,11,D3535
包头,包头东,11,G2496
余姚北,绍兴东,11,G7792
清流,宁化,11,C880
南京南,江宁西,11,G7784
河东机场,灵武北,11,C8211
丰顺东,揭阳,11,G6355
威信,镇雄,11,G8762
合肥南,长临河,11,G323
祁县东,太谷西,11,G626
河源东,博罗北,11,G6311
阳江,阳东,11,C7734
揭阳机场,揭阳,11,G6340
河源北,龙川西,11,D1687
四会,三水北,11,C6876
鼎湖山,大旺,11,C6892
大旺,狮山北,11,C6894
昌图西,开原西,11,G8024
马踏,电白,11,C6901
双龙南,花溪大学城,11,C5809
镇江南,丹阳北,11,G111
瑞昌西,庐山,11,D3254
鼎湖东,云东海,11,C6856
贵阳北,白云北,11,C5818
云东海,狮山,11,C6836
蒲江,邛崃,11,C3382
纸坊东,山坡东,11,D5752
茂名,吴川,11,C6913
淄博北,临淄北,11,G6923
白云西,花溪西,11,C5808
怀柔南,顺义西,11,G7862
笔架山,丰乐镇,11,K5104
五府山,上饶,11,G1656
大兴机场,北京大兴,11,C2702
文登东,荣成,11,G1091
崇礼,太子城,11,D6718
界首南,沈丘北,11,G3106
沙坪坝,璧山,11,G8610
厉家寨,莒南北,11,G6955
宣城,湾沚南,11,D656
共青城,永修,11,G2707
武昌,南湖东,11,D5772
厚街,东莞西,11,C6708
大连北,金州,11,D7713
蒙自,红河,11,C554
下城子,穆棱,11,K7150
无锡新区,苏州,11,G7045
樟树东,丰城东,11,G1386
诏安,云霄,11,C5266
樟木头,平湖,11,C7007
闽清北,古田北,11,G1676
高邑,临城,11,K117
古镇,江门,11,C6927
嘉峪关南,酒泉南,11,D2742
太平镇,四马架,11,K5104
乐山,峨眉,11,C6303
攸县南,安仁,11,T25
西双版纳,野象谷,11,C312
峰洞,打羊,11,K9379
汉中,城固北,11,G308
马山县,都安,11,D9632
兰州西,福利区,11,C603
新津,彭山北,11,C6313
雁石南,漳平西,11,D6595
麻尾,朱石寨,11,K9379
曲阜南,济宁东,11,G5297
横道河子东,海林北,11,G707
郫县西,彭州南,11,C6091
昌乐,潍坊,11,D6031
繁昌西,芜湖南,11,G2817
长乐南,长乐,11,D6570
宾西北,宾州,11,D7817
哈达阳,哈力图,11,K7103
老莱,恒地营,11,K7108
青水山,二道湾,11,K7108
唐山西,唐山,11,D6611
高密北,胶州北,11,G1087
汤逊湖,武汉东,11,D5898
背荫河,拉林,11,K5179
南京南,句容西,11,G7681
历城,济南东,11,G5372
崖州,乐东,11,C7456
温春,宁安,11,K7298
临湘,路口铺,11,K1073
珠海北,前山,11,C7621
蔡家坡,虢镇,11,C163
庐江西,舒城东,11,G7388
银滩,白马井,11,C7466
汾阳,文水,11,C154
杨陵,眉县东,11,C161
太仓南,安亭西,11,G8357
红岛,青岛机场,11,G2072
虎尔虎拉,富拉尔基,11,K7248
云霄,漳浦,11,D2429
新乡东,新乡南,11,D7895
武夷山北,南平市,12,G1272
都匀东,三都县,12,D1753
本溪,本溪新城,12,D7616
田心东,芙蓉南,12,S7948
溧水,江宁,12,G7756
宁德,福安,12,D6338
扶绥南,吴圩机场,12,D3704
鞍山西,海城西,12,G8016
宜兴,长兴,12,G7751
屏山,宜宾西,12,D1751
芷江,怀化南,12,G2191
周宁,支提山,12,K8747
舒城东,肥西,12,G8348
郁南,梧州南,12,D3730
滕州东,枣庄,12,G1909
北京北,清河,12,S501
无为,铜陵北,12,G1669
睢宁,宿迁,12,G8297
遵义南,遵义,12,D1794
钢城,莱芜北,12,G5378
铜陵北,南陵,12,G1272
乐山,青神,12,G2185
荣昌北,隆昌北,12,G1518
长寿北,涪陵北,12,D2208
介休东,灵石东,12,D1678
阳新,枫林,12,G2298
大邑,西来,12,C3368
台州,临海,12,G7450
龙洞堡,龙里北,12,D2819
千岛湖,建德,12,G7194
肥西,合肥南,12,G636
新津南,眉山东,12,G2825
南部,阆中,12,D1713
东台,盐城大丰,12,C3262
济南东,章丘北,12,G1061
盖州西,鲅鱼圈,12,G8010
宿松东,太湖南,12,G636
吉安西,泰和,12,G2693
龙里北,贵定县,12,D1779
曲阜南,曲阜东,12,G5366
白银市,白银西,12,K6678
武穴北,蕲春南,12,G2818
大港南,丹徒,12,G8251
角美,厦门北,12,D6439
民权北,兰考南,12,G279
绵阳,青莲,12,D1920
无锡,苏州新区,12,D3048
山海关,秦皇岛,12,G1239
惠东南,惠阳,12,D7301
玉山南,上饶,12,G9837
罗江东,绵阳,12,D1948
南通西,如皋南,12,G7540
自贡,内江东,12,G8774
三水南,肇庆东,12,D3630
三阳,绩溪北,12,G7315
西安北,咸阳西,12,G852
无为,巢湖东,12,G8331
辽宁朝阳,北票,12,G8185
河源北,河源东,12,G2281
六盘水,六盘水东,12,D8582
长白山,永庆,12,C1313
襄汾西,侯马西,12,G627
灵武,宁东,12,Z275
万安县,泰和,12,G5058
绍兴北,杭州南,12,G7610
兴平,咸阳,12,C162
眉县东,蔡家坡,12,C163
独山东,都匀东,12,G4862
喀左,牛河梁,12,G4762
湾沚南,芜湖南,12,G7402
畲江北,梅州西,12,D7161
杭州东,海宁西,12,D3104
汉口,天河机场,12,D7049
宝鸡南,岐山,12,G1972
兴国西,赣县北,12,G2759
益阳南,宁乡西,12,G9769
米脂,绥德,12,C199
洛川东,富县东,12,C198
普宁,葵潭,12,D7114
利津南,滨州,12,K8295
郑州东,绿博园,12,C2932
葵潭,陆丰,12,D673
修文县,息烽,12,D1842
无锡新区,惠山,12,G7236
昌平,清河,12,D6702
鲘门,汕尾,12,D686
福利屯,笔架山,12,K5104
天津,军粮城北,12,C2559
唐海南,南堡北,12,C252
萧县北,淮北北,12,G7428
闻喜,东镇,12,K604
茂名,电白,12,C6924
惠安,仙游,12,G326
咸宁南,山坡东,12,D5754
江门,双水镇,12,C6905
进贤南,抚州东,12,G2358
清远,广州北,12,G6023
齐河,济南东,12,G2652
白奎堡,兴隆镇,12,K7108
潼关,孟塬,12,K1130
济宁东,嘉祥北,12,G5573
海东西,西宁,12,D2661
濮阳东,内黄,12,G7911
洛湾三江,百宜,12,C6374
虎门北,洪梅,12,C6754
成都西,温江,12,C6645
清涧县,子长,12,C9301
凌海南,锦州南,12,G2622
凤凰机场,崖州,12,C7444
南朗,明珠,12,C7685
银滩,临高南,12,C7438
唐家湾,中山北,12,C7682
烟筒山,明城,12,K7334
西华,扶沟南,12,G6676
珠海北,中山北,12,C7698
定南南,和平北,12,G3158
阳谷,台前,12,K928
中山北,南头,12,C7654
嘉兴,嘉善,12,K534
白泉,辽源,12,K7521
芙蓉南,荷塘,12,S6913
东莞南,常平,12,G6546
蓟州北,蓟州,12,K7784
泗水南,曲阜东,12,G5531
贵安,党武,12,C5884
庄河北,青堆,12,D7741
常山,开化,12,D771
德兴东,婺源,12,D771
畲江北,丰顺东,12,G6355
六枝南,黄桶北,12,G2996
新津南,双流机场,12,C5980
安德,犀浦,12,C5576
杏树屯,皮口,12,D7711
安顺西,黄桶北,12,G2926
皮口,花园口,12,D7711
安亭北,阳澄湖,12,G7056
黄冈西,葛店南,12,C5502
古路,水土,12,C61
喇嘛山,巴林,12,K996
贵安,金阳,12,C5801
湖州,德清,12,D3211
泗水南,蒙山,12,G6996
湘潭北,长沙南,12,G6044
南通,南通西,12,C468
牙克石,汇流河,12,K7098
下仓,上仓,12,S902
崔黄口,大口屯,12,S902
丽水,缙云西,12,G7478
大孤山,北井子,12,D7749
秦王川,白银南,13,D3583
通州,北京东,13,S102
德清,杭州西,13,G596
榆社西,武乡,13,D3329
嘉兴南,金山北,13,D3293
济宁北,曲阜南,13,G5366
遵义,娄山关南,13,G1984
天镇,阳高南,13,D2794
明港东,信阳东,13,G541
红河,开远南,13,D8696
汕尾,陆丰,13,G1175
岚山西,日照西,13,D2107
德清,杭州东,13,G7625
历城,章丘南,13,G5377
海安,东台,13,G8352
新化南,邵阳北,13,G6158
鄯善北,吐哈,13,D8804
广州南,庆盛,13,G6007
福州,福州南,13,G862
建宁县北,泰宁,13,D2323
古城东,太和东,13,G7701
赤壁北,咸宁北,13,G4578
