start_station_name,end_station_name,running_time,train_no
佳木斯,鹤立,25,C101
鹤立,鹤岗,26,C101
鹤岗,佳木斯,46,C102
佳木斯,方正,74,C102
方正,胜利镇,30,C102
胜利镇,哈尔滨,51,C102
哈尔滨,宾州,34,C103
宾州,方正,46,C103
方正,依兰,37,C103
依兰,佳木斯,42,C103
佳木斯,鹤立,25,C103
鹤立,鹤岗,26,C103
鹤岗,鹤立,25,C104
鹤立,佳木斯,25,C104
佳木斯,哈尔滨,147,C104
鹤岗,佳木斯,47,C106
佳木斯,宾州,116,C106
宾州,哈尔滨,35,C106
哈尔滨,双龙湖,67,C107
双龙湖,方正,13,C107
方正,佳木斯,75,C107
佳木斯,鹤岗,47,C107
哈尔滨,方正,76,C109
方正,依兰,37,C109
依兰,佳木斯,42,C109
佳木斯,鹤岗,47,C109
鹤岗,鹤立,25,C110
鹤立,佳木斯,25,C110
佳木斯,依兰,42,C110
依兰,哈尔滨,110,C110
哈尔滨,方正,76,C111
方正,依兰,37,C111
依兰,佳木斯,42,C111
佳木斯,鹤立,25,C111
鹤立,鹤岗,26,C111
鹤岗,佳木斯,46,C112
佳木斯,哈尔滨,148,C112
哈尔滨,佳木斯,147,C113
鹤岗,鹤立,25,C114
鹤立,佳木斯,25,C114
北京,北戴河,133,C115
北戴河,秦皇岛,17,C115
秦皇岛,北戴河,16,C116
北戴河,唐山北,60,C116
唐山北,蓟州,30,C116
蓟州,北京,52,C116
北京南,北京丰台,9,C125
北京丰台,霸州西,53,C125
霸州西,白沟,13,C125
白沟,白洋淀,11,C125
白洋淀,徐水,13,C125
徐水,保定,15,C125
保定,徐水,15,C126
徐水,白洋淀,14,C126
白洋淀,白沟,11,C126
白沟,霸州西,13,C126
霸州西,北京丰台,61,C126
北京丰台,北京南,11,C126
北京,北京南,11,C127
北京南,北京丰台,9,C127
北京丰台,白沟,60,C127
白沟,白洋淀,11,C127
白洋淀,保定,26,C127
保定,白洋淀,25,C128
白洋淀,北京丰台,81,C128
北京丰台,北京南,12,C128
北京南,北京,17,C128
北京,北京南,10,C129
北京南,北京丰台,9,C129
北京丰台,白沟,64,C129
白沟,白洋淀,13,C129
白洋淀,保定,26,C129
保定,白洋淀,27,C130
白洋淀,白沟,12,C130
白沟,霸州西,13,C130
霸州西,北京丰台,53,C130
北京丰台,北京南,10,C130
北京南,北京,13,C130
北京,蓟州,44,C131
蓟州,唐山北,34,C131
唐山北,唐山,24,C131
唐山,曹妃甸东,44,C131
曹妃甸港,唐山,50,C132
唐山,北京,96,C132
北京,唐山,92,C135
唐山,曹妃甸港,49,C135
曹妃甸港,唐山,50,C136
唐山,北京,90,C136
太原南,交城,30,C149
交城,汾阳,18,C149
汾阳,吕梁,38,C149
柳林南,吕梁,19,C150
吕梁,交城,52,C150
交城,太原南,31,C150
太原南,交城,30,C151
交城,文水,10,C151
文水,吕梁,46,C151
吕梁,柳林南,19,C151
吕梁,汾阳,38,C152
汾阳,文水,12,C152
文水,太原南,36,C152
太原南,文水,36,C153
文水,汾阳,12,C153
汾阳,吕梁,38,C153
柳林南,吕梁,18,C154
吕梁,汾阳,38,C154
汾阳,文水,11,C154
文水,太原南,38,C154
太原南,交城,31,C155
交城,文水,10,C155
文水,汾阳,12,C155
汾阳,吕梁,42,C155
吕梁,柳林南,19,C155
吕梁,文水,44,C156
文水,交城,10,C156
交城,太原南,32,C156
太原南,文水,39,C157
文水,汾阳,12,C157
汾阳,吕梁,39,C157
吕梁,文水,45,C158
文水,太原南,37,C158
太原南,吕梁,77,C159
吕梁,柳林南,16,C159
柳林南,吕梁,18,C160
吕梁,汾阳,38,C160
汾阳,文水,11,C160
文水,交城,11,C160
交城,太原南,31,C160
潼关,华山,17,C161
华山,渭南,38,C161
渭南,临潼,18,C161
临潼,西安,18,C161
西安,咸阳,14,C161
咸阳,武功,23,C161
武功,杨陵,8,C161
杨陵,眉县东,11,C161
眉县东,宝鸡,35,C161
宝鸡,虢镇,13,C162
虢镇,眉县东,22,C162
眉县东,杨陵,12,C162
杨陵,武功,9,C162
武功,兴平,13,C162
兴平,咸阳,12,C162
咸阳,西安,15,C162
西安,临潼,18,C162
临潼,华山,53,C162
华山,潼关,19,C162
西安,兴平,23,C163
兴平,武功,13,C163
武功,绛帐,13,C163
绛帐,眉县东,7,C163
眉县东,蔡家坡,12,C163
蔡家坡,虢镇,11,C163
虢镇,宝鸡,17,C163
宝鸡,蔡家坡,21,C164
蔡家坡,绛帐,17,C164
绛帐,杨陵,7,C164
杨陵,武功,8,C164
武功,兴平,13,C164
兴平,咸阳西,9,C164
咸阳西,咸阳,6,C164
咸阳,西安,15,C164
华山,渭南,38,C165
渭南,临潼,18,C165
临潼,西安,18,C165
西安,咸阳,15,C165
咸阳,杨陵,27,C165
杨陵,宝鸡,43,C165
宝鸡,蔡家坡,21,C166
蔡家坡,杨陵,21,C166
杨陵,咸阳,29,C166
咸阳,西安,15,C166
潼关,华山,17,C167
华山,华州,21,C167
华州,渭南,20,C167
渭南,临潼,18,C167
临潼,西安,21,C167
西安,陈庄,46,C167
陈庄,韦庄,22,C167
韦庄,合阳北,26,C167
合阳北,韩城,25,C167
西安,临潼,18,C168
临潼,渭南,18,C168
渭南,华州,20,C168
华州,华山,21,C168
华山,潼关,18,C168
韩城,合阳北,24,C169
合阳北,韦庄,28,C169
韦庄,陈庄,21,C169
陈庄,张桥,15,C169
张桥,西安,35,C169
西安,渭南,33,C169
渭南,华州,22,C169
华州,华山,25,C169
西安,咸阳,14,C171
咸阳,武功,22,C171
武功,杨陵,8,C171
杨陵,虢镇,29,C171
虢镇,宝鸡,17,C171
商洛北,西安,95,C173
西安,商洛,100,C174
商洛,商洛北,8,C174
商南,丹凤,33,C177
丹凤,商洛北,29,C177
商洛北,西安,94,C177
西安,商洛,100,C178
商洛,丹凤,26,C178
丹凤,商南,38,C178
延安,洛川东,36,C181
洛川东,黄陵南,13,C181
黄陵南,蒲城东,37,C181
蒲城东,西安,48,C181
西安,洛川东,91,C184
洛川东,延安,37,C184
延安,洛川东,36,C185
洛川东,蒲城东,47,C185
蒲城东,西安,48,C185
宝鸡,蔡家坡,21,C186
蔡家坡,杨陵,21,C186
杨陵,武功,8,C186
武功,兴平,13,C186
兴平,咸阳,12,C186
咸阳,西安,18,C186
西安,蒲城东,46,C186
蒲城东,黄陵南,38,C186
黄陵南,洛川东,14,C186
洛川东,富县东,13,C186
富县东,甘泉北,14,C186
甘泉北,延安,19,C186
延安,甘泉北,16,C187
甘泉北,富县东,14,C187
富县东,黄陵南,22,C187
黄陵南,蒲城东,37,C187
蒲城东,西安,48,C187
西安,蒲城东,47,C188
蒲城东,黄陵南,39,C188
黄陵南,富县东,24,C188
富县东,延安,28,C188
南昌,吉安,134,C193
吉安,井冈山,62,C193
井冈山,吉安,61,C194
吉安,南昌,130,C194
榆林,米脂,35,C195
米脂,绥德,13,C195
绥德,清涧县,27,C195
清涧县,延安,48,C195
延安,甘泉北,17,C195
甘泉北,富县东,14,C195
富县东,蒲城东,56,C195
蒲城东,西安,50,C195
西安,洛川东,91,C198
洛川东,富县东,12,C198
富县东,延安,28,C198
延安,子长,52,C198
子长,绥德,52,C198
绥德,米脂,15,C198
米脂,榆林,38,C198
神木,锦界,40,C199
锦界,榆林,42,C199
榆林,米脂,39,C199
米脂,绥德,12,C199
绥德,子长,35,C199
子长,延安,39,C199
延安,西安,129,C199
长春,吉林,40,C1001
吉林,蛟河西,26,C1001
蛟河西,敦化,32,C1001
敦化,延吉西,39,C1001
延吉西,安图西,19,C1002
安图西,敦化,23,C1002
敦化,蛟河西,32,C1002
蛟河西,吉林,27,C1002
吉林,龙嘉,29,C1002
龙嘉,长春,15,C1002
长春,龙嘉,14,C1003
龙嘉,吉林,30,C1003
吉林,蛟河西,26,C1003
蛟河西,敦化,32,C1003
敦化,安图西,23,C1003
安图西,延吉西,20,C1003
延吉西,图们北,15,C1003
图们北,珲春,23,C1003
延吉西,安图西,19,C1004
安图西,大石头南,17,C1004
大石头南,敦化,10,C1004
敦化,蛟河西,32,C1004
蛟河西,吉林,27,C1004
吉林,龙嘉,29,C1004
龙嘉,长春,15,C1004
长春西,长春,10,C1005
长春,吉林,40,C1005
吉林,大石头南,60,C1005
大石头南,安图西,17,C1005
安图西,延吉西,20,C1005
延吉西,敦化,38,C1006
敦化,蛟河西,32,C1006
蛟河西,吉林,27,C1006
吉林,长春,40,C1006
长春,九台南,17,C1007
九台南,吉林,27,C1007
吉林,蛟河西,26,C1007
蛟河西,敦化,32,C1007
敦化,大石头南,10,C1007
大石头南,安图西,17,C1007
安图西,延吉西,20,C1007
珲春,图们北,22,C1008
图们北,延吉西,16,C1008
延吉西,安图西,19,C1008
安图西,敦化,23,C1008
敦化,蛟河西,32,C1008
蛟河西,吉林,27,C1008
吉林,龙嘉,29,C1008
龙嘉,长春,15,C1008
长春,双吉,32,C1009
双吉,吉林,12,C1009
吉林,敦化,54,C1009
敦化,安图西,23,C1009
安图西,延吉西,20,C1009
延吉西,图们北,15,C1009
图们北,珲春,23,C1009
延吉西,安图西,19,C1010
安图西,大石头南,17,C1010
大石头南,敦化,10,C1010
敦化,吉林,55,C1010
吉林,长春,40,C1010
长春,龙嘉,14,C1011
龙嘉,吉林,30,C1011
吉林,蛟河西,26,C1011
蛟河西,敦化,32,C1011
敦化,延吉西,39,C1011
珲春,图们北,22,C1012
图们北,延吉西,16,C1012
延吉西,安图西,19,C1012
安图西,敦化,23,C1012
敦化,蛟河西,32,C1012
蛟河西,吉林,27,C1012
吉林,长春,40,C1012
长春,龙嘉,14,C1015
龙嘉,吉林,30,C1015
吉林,蛟河西,26,C1015
蛟河西,敦化,32,C1015
敦化,延吉西,39,C1015
延吉西,图们北,15,C1015
图们北,珲春,23,C1015
延吉西,安图西,19,C1016
安图西,大石头南,17,C1016
大石头南,敦化,10,C1016
敦化,蛟河西,32,C1016
蛟河西,吉林,27,C1016
吉林,龙嘉,29,C1016
龙嘉,长春,15,C1016
长春,龙嘉,14,C1017
龙嘉,吉林,30,C1017
吉林,蛟河西,26,C1017
蛟河西,敦化,32,C1017
敦化,安图西,23,C1017
安图西,延吉西,20,C1017
延吉西,敦化,38,C1018
敦化,蛟河西,32,C1018
蛟河西,吉林,27,C1018
吉林,龙嘉,29,C1018
龙嘉,长春,15,C1018
长春,龙嘉,14,C1019
龙嘉,吉林,30,C1019
吉林,蛟河西,26,C1019
蛟河西,敦化,32,C1019
敦化,大石头南,10,C1019
大石头南,安图西,17,C1019
安图西,延吉西,20,C1019
珲春,图们北,22,C1020
图们北,延吉西,16,C1020
延吉西,敦化,38,C1020
敦化,吉林,55,C1020
吉林,龙嘉,29,C1020
龙嘉,长春,15,C1020
长春,龙嘉,14,C1021
龙嘉,双吉,22,C1021
双吉,吉林,12,C1021
吉林,蛟河西,26,C1021
蛟河西,敦化,32,C1021
敦化,延吉西,39,C1021
长春,吉林,40,C1023
吉林,蛟河西,26,C1023
蛟河西,敦化,32,C1023
敦化,延吉西,39,C1023
延吉西,图们北,15,C1023
图们北,珲春,23,C1023
延吉西,安图西,19,C1024
安图西,吉林,74,C1024
吉林,长春,40,C1024
长春,长春西,10,C1024
长春,龙嘉,14,C1025
龙嘉,吉林,30,C1025
吉林,敦化,54,C1025
敦化,大石头南,10,C1025
大石头南,延吉西,33,C1025
珲春,图们北,22,C1026
图们北,延吉西,16,C1026
延吉西,敦化,38,C1026
敦化,蛟河西,32,C1026
蛟河西,吉林,27,C1026
吉林,长春,40,C1026
长春,龙嘉,14,C1027
龙嘉,吉林,30,C1027
吉林,蛟河西,26,C1027
蛟河西,敦化,32,C1027
敦化,延吉西,39,C1027
延吉西,敦化,38,C1028
敦化,吉林,55,C1028
吉林,长春,40,C1028
敦化,大石头南,10,C1037
大石头南,安图西,17,C1037
安图西,延吉西,19,C1037
延吉西,图们北,15,C1037
图们北,珲春,24,C1037
珲春,图们北,22,C1040
图们北,延吉西,16,C1040
延吉西,大石头南,32,C1040
大石头南,敦化,10,C1040
敦化,蛟河西,32,C1040
蛟河西,吉林,27,C1040
吉林,龙嘉,29,C1040
龙嘉,长春,15,C1040
长春,龙嘉,14,C1041
龙嘉,吉林,30,C1041
吉林,延吉西,89,C1041
珲春,图们北,22,C1042
图们北,延吉西,16,C1042
延吉西,大石头南,32,C1042
大石头南,敦化,10,C1042
敦化,吉林,55,C1042
吉林,龙嘉,29,C1042
龙嘉,长春,15,C1042
长春,龙嘉,14,C1043
龙嘉,吉林,30,C1043
吉林,蛟河西,26,C1043
蛟河西,敦化,32,C1043
敦化,安图西,23,C1043
安图西,延吉西,20,C1043
延吉西,图们北,15,C1043
图们北,珲春,23,C1043
长春,龙嘉,14,C1045
龙嘉,吉林,30,C1045
吉林,蛟河西,26,C1045
蛟河西,大石头南,38,C1045
大石头南,安图西,17,C1045
安图西,延吉西,20,C1045
延吉西,大石头南,32,C1046
大石头南,敦化,10,C1046
敦化,蛟河西,32,C1046
蛟河西,吉林,27,C1046
吉林,龙嘉,29,C1046
龙嘉,长春,15,C1046
长春,龙嘉,14,C1047
龙嘉,吉林,30,C1047
吉林,蛟河西,26,C1047
蛟河西,敦化,32,C1047
敦化,安图西,23,C1047
安图西,延吉西,20,C1047
延吉西,安图西,19,C1048
安图西,敦化,23,C1048
敦化,蛟河西,32,C1048
蛟河西,吉林,27,C1048
吉林,长春,40,C1048
长春,长春西,10,C1048
长春,龙嘉,14,C1049
龙嘉,吉林,30,C1049
吉林,蛟河西,26,C1049
蛟河西,敦化,32,C1049
敦化,延吉西,39,C1049
延吉西,安图西,19,C1050
安图西,敦化,23,C1050
敦化,吉林,55,C1050
吉林,龙嘉,29,C1050
龙嘉,长春,15,C1050
长春,吉林,40,C1051
吉林,蛟河西,26,C1051
蛟河西,敦化,32,C1051
敦化,安图西,23,C1051
安图西,延吉西,20,C1051
延吉西,安图西,20,C1052
安图西,大石头南,17,C1052
大石头南,敦化,11,C1052
敦化,吉林,55,C1052
吉林,长春,41,C1052
长春,吉林,40,C1053
吉林,敦化,54,C1053
敦化,安图西,23,C1053
安图西,延吉西,20,C1053
延吉西,安图西,19,C1054
安图西,敦化,23,C1054
敦化,蛟河西,32,C1054
蛟河西,吉林,27,C1054
吉林,长春,40,C1054
长春西,长春,10,C1055
长春,吉林,40,C1055
吉林,敦化,54,C1055
敦化,延吉西,39,C1055
延吉西,敦化,38,C1056
敦化,吉林,55,C1056
吉林,长春,40,C1056
长春,吉林,41,C1057
吉林,蛟河西,26,C1057
蛟河西,敦化,32,C1057
敦化,大石头南,10,C1057
大石头南,安图西,17,C1057
安图西,延吉西,20,C1057
延吉西,安图西,19,C1058
安图西,大石头南,17,C1058
大石头南,敦化,10,C1058
敦化,蛟河西,32,C1058
蛟河西,吉林,27,C1058
吉林,长春,40,C1058
长春,长春西,10,C1058
长春,吉林,40,C1061
吉林,蛟河西,26,C1061
蛟河西,敦化,32,C1061
敦化,延吉西,39,C1061
沈阳,新民北,28,C1102
新民北,彰武,20,C1102
彰武,甘旗卡,21,C1102
甘旗卡,通辽,25,C1102
通辽,甘旗卡,24,C1104
甘旗卡,彰武,21,C1104
彰武,新民北,21,C1104
新民北,沈阳,27,C1104
沈阳,新民北,28,C1106
新民北,彰武,20,C1106
彰武,通辽,42,C1106
通辽,甘旗卡,24,C1108
甘旗卡,彰武,21,C1108
彰武,新民北,21,C1108
新民北,沈阳北,27,C1108
沈阳北,彰武,44,C1110
彰武,甘旗卡,21,C1110
甘旗卡,通辽,25,C1110
通辽,甘旗卡,24,C1112
甘旗卡,彰武,21,C1112
彰武,沈阳,44,C1112
通辽,甘旗卡,24,C1116
甘旗卡,彰武,21,C1116
彰武,沈阳,44,C1116
沈阳,沈阳南,11,C1116
沈阳南,沈阳,12,C1118
沈阳,彰武,44,C1118
彰武,甘旗卡,21,C1118
甘旗卡,通辽,25,C1118
通辽,甘旗卡,24,C1120
甘旗卡,彰武,21,C1120
彰武,沈阳,44,C1120
沈阳,新民北,28,C1126
新民北,彰武,20,C1126
彰武,通辽,42,C1126
沈阳,新民北,28,C1130
新民北,彰武,20,C1130
彰武,甘旗卡,21,C1130
甘旗卡,通辽,25,C1130
沈阳南,沈阳,12,C1134
沈阳,新民北,28,C1134
新民北,甘旗卡,38,C1134
甘旗卡,通辽,24,C1134
沈阳,彰武,44,C1138
彰武,甘旗卡,21,C1138
甘旗卡,通辽,25,C1138
通辽,甘旗卡,24,C1140
甘旗卡,沈阳,65,C1140
赤峰,宁城,31,C1152
宁城,建平,13,C1152
建平,辽宁朝阳,33,C1152
辽宁朝阳,北票,14,C1152
北票,沈阳,79,C1152
沈阳,沈阳南,11,C1152
沈阳,新民北,28,C1154
新民北,黑山北,15,C1154
黑山北,阜新,20,C1154
阜新,辽宁朝阳,35,C1154
辽宁朝阳,喀左,22,C1154
喀左,建平,17,C1154
建平,宁城,14,C1154
宁城,平庄,15,C1154
平庄,赤峰,20,C1154
沈阳南,沈阳,11,C1155
沈阳,黑山北,39,C1155
黑山北,阜新,18,C1155
阜新,辽宁朝阳,39,C1155
辽宁朝阳,喀左,22,C1155
喀左,建平,16,C1155
建平,宁城,14,C1155
宁城,赤峰,31,C1155
赤峰,宁城,31,C1156
宁城,建平,13,C1156
建平,辽宁朝阳,33,C1156
辽宁朝阳,沈阳,87,C1156
赤峰,宁城,31,C1160
宁城,建平,13,C1160
建平,喀左,15,C1160
喀左,阜新,55,C1160
阜新,沈阳,54,C1160
沈阳,阜新,53,C1162
阜新,北票,25,C1162
北票,辽宁朝阳,15,C1162
辽宁朝阳,建平,34,C1162
建平,宁城,14,C1162
宁城,赤峰,31,C1162
辽宁朝阳,阜新,37,C1165
阜新,沈阳,55,C1165
沈阳南,沈阳,12,C1166
沈阳,阜新,53,C1166
阜新,辽宁朝阳,38,C1166
赤峰,平庄,20,C1173
平庄,宁城,15,C1173
宁城,建平,13,C1173
建平,喀左,15,C1173
喀左,辽宁朝阳,22,C1173
辽宁朝阳,黑山北,50,C1173
黑山北,沈阳,38,C1173
沈阳北,北票,80,C1174
北票,辽宁朝阳,16,C1174
辽宁朝阳,喀左,22,C1174
喀左,建平,16,C1174
建平,宁城,14,C1174
宁城,平庄,15,C1174
平庄,赤峰,20,C1174
赤峰,平庄,20,C1176
平庄,宁城,15,C1176
宁城,建平,13,C1176
建平,喀左,15,C1176
喀左,辽宁朝阳,22,C1176
辽宁朝阳,沈阳,88,C1176
沈阳,阜新,53,C1178
阜新,辽宁朝阳,36,C1178
辽宁朝阳,喀左,21,C1178
喀左,宁城,25,C1178
宁城,平庄,15,C1178
平庄,赤峰,20,C1178
赤峰,平庄,20,C1180
平庄,宁城,15,C1180
宁城,建平,13,C1180
建平,喀左,15,C1180
喀左,辽宁朝阳,22,C1180
辽宁朝阳,沈阳北,88,C1180
长春,龙嘉,14,C1201
龙嘉,吉林,30,C1201
吉林,九台南,26,C1202
九台南,龙嘉,7,C1202
龙嘉,长春,15,C1202
长春西,长春,10,C1203
长春,龙嘉,14,C1203
龙嘉,吉林,30,C1203
吉林,长春,40,C1204
长春,龙嘉,14,C1205
龙嘉,吉林,30,C1205
吉林,蛟河西,27,C1205
吉林,九台南,27,C1206
九台南,龙嘉,7,C1206
龙嘉,长春,15,C1206
长春,龙嘉,14,C1207
龙嘉,九台南,7,C1207
九台南,吉林,27,C1207
蛟河西,吉林,27,C1208
吉林,龙嘉,29,C1208
龙嘉,长春,15,C1208
长春,龙嘉,14,C1209
龙嘉,吉林,30,C1209
吉林,九台南,26,C1210
九台南,长春,18,C1210
长春,龙嘉,14,C1211
龙嘉,吉林,30,C1211
吉林,龙嘉,29,C1212
龙嘉,长春,15,C1212
长春,龙嘉,14,C1213
龙嘉,九台南,7,C1213
九台南,吉林,27,C1213
长春,龙嘉,14,C1215
龙嘉,吉林,30,C1215
吉林,九台南,26,C1216
九台南,龙嘉,7,C1216
龙嘉,长春,15,C1216
长春,龙嘉,14,C1217
龙嘉,吉林,32,C1217
吉林,龙嘉,29,C1218
龙嘉,长春,15,C1218
长春,龙嘉,14,C1219
龙嘉,吉林,30,C1219
吉林,九台南,26,C1220
九台南,龙嘉,7,C1220
龙嘉,长春,15,C1220
长春,龙嘉,14,C1221
龙嘉,吉林,30,C1221
吉林,龙嘉,29,C1222
龙嘉,长春,15,C1222
长春,龙嘉,14,C1223
龙嘉,吉林,30,C1223
吉林,双吉,11,C1224
双吉,龙嘉,22,C1224
龙嘉,长春,15,C1224
长春,龙嘉,14,C1225
龙嘉,吉林,30,C1225
吉林,龙嘉,29,C1226
龙嘉,长春,15,C1226
长春,龙嘉,14,C1227
龙嘉,吉林,30,C1227
吉林,长春,40,C1228
长春,龙嘉,14,C1229
龙嘉,吉林,30,C1229
吉林,长春,40,C1230
吉林,龙嘉,29,C1232
龙嘉,长春,15,C1232
长春,龙嘉,14,C1233
龙嘉,吉林,30,C1233
长春,吉林,40,C1243
吉林,长春,40,C1248
吉林,长春,40,C1250
吉林,龙嘉,29,C1252
龙嘉,长春,15,C1252
蛟河西,吉林,27,C1264
吉林,龙嘉,29,C1264
龙嘉,长春,15,C1264
长白山,永庆,13,C1301
永庆,敦化,29,C1301
敦化,吉林,55,C1301
吉林,长春,40,C1301
长春,吉林,40,C1303
吉林,敦化,54,C1303
敦化,永庆,30,C1303
永庆,长白山,13,C1303
长白山,永庆,12,C1305
永庆,敦化,29,C1305
敦化,吉林,55,C1305
吉林,龙嘉,29,C1305
龙嘉,长春,15,C1305
长春,吉林,40,C1307
吉林,敦化,54,C1307
敦化,永庆,30,C1307
永庆,长白山,13,C1307
长白山,永庆,12,C1309
永庆,敦化,29,C1309
敦化,蛟河西,32,C1309
蛟河西,吉林,27,C1309
吉林,长春,40,C1309
长春,龙嘉,14,C1311
龙嘉,九台南,7,C1311
九台南,吉林,27,C1311
吉林,永庆,80,C1311
永庆,长白山,13,C1311
长白山,永庆,12,C1313
永庆,敦化,29,C1313
敦化,吉林,55,C1313
吉林,九台南,26,C1313
九台南,龙嘉,7,C1313
龙嘉,长春,15,C1313
长春,九台南,17,C1315
九台南,吉林,27,C1315
吉林,敦化,54,C1315
敦化,永庆,30,C1315
永庆,长白山,13,C1315
长白山,永庆,12,C1317
永庆,敦化,29,C1317
敦化,蛟河西,32,C1317
蛟河西,吉林,27,C1317
吉林,长春,40,C1317
长春,龙嘉,14,C1319
龙嘉,吉林,30,C1319
吉林,蛟河西,26,C1319
蛟河西,敦化,32,C1319
敦化,永庆,30,C1319
永庆,长白山,13,C1319
长春,吉林,40,C1327
吉林,蛟河西,26,C1327
蛟河西,敦化,32,C1327
敦化,永庆,30,C1327
永庆,长白山,13,C1327
西安,蒲城东,52,C200
蒲城东,延安,82,C200
延安,绥德,210,C200
绥德,榆林,53,C200
榆林,锦界,43,C200
锦界,神木,45,C200
神木,榆林,77,C201
榆林,延安,134,C201
延安,西安,225,C201
西安,蒲城东,47,C202
蒲城东,延安,83,C202
延安,清涧县,63,C202
清涧县,绥德,39,C202
绥德,米脂,16,C202
米脂,榆林,39,C202
榆林,锦界,44,C202
锦界,神木,43,C202
北京南,武清,24,C2001
武清,天津,14,C2001
天津,北京南,33,C2002
北京南,天津,33,C2003
天津,北京南,33,C2004
北京南,天津,33,C2005
天津,武清,13,C2006
武清,北京南,25,C2006
北京南,天津,33,C2007
天津,武清,13,C2010
武清,北京南,26,C2010
北京南,天津,33,C2011
天津,武清,13,C2012
武清,北京南,25,C2012
北京南,武清,24,C2013
武清,天津,14,C2013
北京南,天津,30,C2015
天津,北京南,33,C2016
北京南,天津,30,C2017
天津,武清,13,C2018
武清,北京南,22,C2018
北京南,天津,30,C2019
天津,北京南,30,C2020
北京南,天津,30,C2021
天津,北京南,30,C2022
北京南,武清,21,C2023
武清,天津,14,C2023
天津,武清,13,C2024
武清,北京南,22,C2024
北京南,天津,30,C2025
天津,北京南,30,C2026
北京南,天津,30,C2027
天津,北京南,30,C2028
北京南,天津,30,C2029
天津,北京南,30,C2030
北京南,天津,30,C2031
天津,北京南,30,C2032
北京南,武清,21,C2033
武清,天津,14,C2033
天津,武清,13,C2034
武清,北京南,22,C2034
北京南,天津,30,C2035
天津,北京南,30,C2036
北京南,武清,21,C2037
武清,天津,14,C2037
天津,武清,13,C2038
武清,北京南,22,C2038
北京南,天津,30,C2039
天津,武清,13,C2040
武清,北京南,23,C2040
北京南,武清,21,C2041
武清,天津,14,C2041
天津,北京南,31,C2042
北京南,天津,30,C2043
天津,北京南,30,C2044
北京南,天津,30,C2045
天津,北京南,30,C2046
北京南,武清,21,C2047
武清,天津,14,C2047
天津,北京南,30,C2048
北京南,天津,31,C2049
天津,北京南,30,C2050
北京南,天津,30,C2051
天津,北京南,30,C2052
北京南,天津,30,C2053
天津,北京南,30,C2054
北京南,天津,30,C2055
天津,北京南,30,C2056
北京南,天津,30,C2057
天津,北京南,30,C2058
北京南,天津,30,C2059
天津,北京南,30,C2060
北京南,武清,21,C2061
武清,天津,14,C2061
天津,北京南,33,C2062
北京南,天津,30,C2063
天津,北京南,33,C2064
北京南,天津,30,C2065
天津,武清,13,C2066
武清,北京南,25,C2066
北京南,武清,21,C2067
武清,天津,14,C2067
天津,北京南,33,C2068
北京南,天津,33,C2069
天津,北京南,33,C2070
北京南,天津,33,C2071
天津,武清,13,C2072
武清,北京南,26,C2072
天津,武清,13,C2074
武清,北京南,25,C2074
天津,北京南,33,C2076
北京南,武清,24,C2077
武清,天津,14,C2077
北京南,天津,33,C2079
天津,北京南,33,C2080
北京南,天津,33,C2081
天津,北京南,33,C2082
天津,北京南,33,C2084
北京南,天津,33,C2085
天津,武清,13,C2086
武清,北京南,25,C2086
北京南,天津,33,C2089
北京南,天津,33,C2091
天津,武清,13,C2092
武清,北京南,25,C2092
北京南,天津,33,C2093
北京南,武清,24,C2097
武清,天津,14,C2097
靖边,绥德,58,C210
绥德,延安,72,C210
延安,西安,128,C210
榆林,延安,112,C213
延安,西安,126,C213
西安,安康,152,C213
安康,西安,112,C214
西安,榆林,268,C214
汉中,勉县,25,C215
勉县,宁强,25,C215
宁强,阳平关,23,C215
阳平关,宁强,21,C216
宁强,勉县,31,C216
勉县,汉中,23,C216
西安,旬阳,152,C222
旬阳,安康,31,C222
安康,汉阴,37,C222
汉阴,石泉县,24,C222
石泉县,西乡,29,C222
西乡,汉中,43,C222
汉中,勉县,24,C222
勉县,宁强,25,C222
宁强,阳平关,21,C222
石泉县,汉阴,21,C224
汉阴,安康,39,C224
安康,旬阳,35,C224
旬阳,西安,107,C224
北京西,石家庄,144,C225
石家庄,邯郸,76,C225
北京南,天津,33,C2201
天津,武清,13,C2202
武清,北京南,25,C2202
北京南,天津,33,C2203
天津西,武清,15,C2204
武清,北京南,25,C2204
天津,北京南,33,C2206
北京南,武清,24,C2207
武清,天津,14,C2207
天津,北京南,33,C2208
北京南,天津,33,C2211
天津,北京南,33,C2212
北京南,武清,24,C2215
武清,天津,14,C2215
天津,北京南,33,C2216
北京南,天津,33,C2217
天津西,北京南,35,C2218
北京南,天津西,35,C2219
天津,北京南,33,C2220
天津,北京南,33,C2222
北京南,天津西,35,C2223
天津西,北京南,35,C2224
天津,北京南,33,C2226
北京南,天津,33,C2227
天津西,北京南,35,C2228
北京南,天津,33,C2229
天津西,北京南,35,C2230
天津,武清,13,C2234
武清,北京南,25,C2234
北京南,武清,24,C2235
武清,天津西,16,C2235
天津西,北京南,35,C2238
铜川东,耀州,20,C231
耀州,庄里,13,C231
庄里,富平,10,C231
富平,阎良,10,C231
阎良,西安,53,C231
安康,西安,110,C232
西安,阎良,48,C232
阎良,富平,13,C232
富平,庄里,10,C232
庄里,耀州,13,C232
耀州,铜川东,20,C232
铜川东,耀州,20,C235
耀州,庄里,13,C235
庄里,富平,10,C235
